nflId,displayName,pos,team,TPOE_rank,TPOE,TOE_rank,TOE,MTPOE_rank,MTPOE,MTOE_rank,MTOE,Average Tackle Rank,Average Missed Tackle Rank,Average Rank,Overall Tackle Rank,Percentile
42378,Mario Edwards,DT,TEN,427,-0.022,340,-2.3,62,-0.015,209,-1.6,383.50,135.50,259.50,232,
40031,Logan Ryan,FS,TB,384,-0.016,307,-1.6,101,-0.013,240,-1.3,345.50,170.50,258.00,233,
52578,Broderick Washington,DT,BAL,107,0.017,126,3,395,0.001,399,0.2,116.50,397.00,256.75,234,
43308,Shaq Lawson,DE,BUF,319,-0.01,282,-1.2,166,-0.01,270,-1.1,300.50,218.00,259.25,235,
52459,Trevon Diggs,CB,DAL,414,-0.02,514,-7.7,82,-0.013,12,-5,464.00,47.00,255.50,236,
41227,Jadeveon Clowney,DE,CLE,307,-0.009,279,-1.2,192,-0.009,266,-1.2,293.00,229.00,261.00,237,
52510,Alex Highsmith,OLB,PIT,349,-0.012,418,-4.1,177,-0.009,85,-2.9,383.50,131.00,257.25,238,
44830,Adoree' Jackson,CB,NYG,81,0.021,52,6.7,442,0.003,452,0.9,66.50,447.00,256.75,239,
44829,Jonathan Allen,DT,WAS,386,-0.016,457,-5,135,-0.011,56,-3.4,421.50,95.50,258.50,240,
39997,Johnathan Hankins,NT,LV,341,-0.012,278,-1.2,144,-0.011,287,-1,309.50,215.50,262.50,241,
54511,Josh Paschal,DT,DET,425,-0.021,352,-2.5,63,-0.014,193,-1.7,388.50,128.00,258.25,242,
54541,Travis Jones,DT,BAL,470,-0.028,382,-3.3,22,-0.017,152,-2,426.00,87.00,256.50,243,
44828,Marlon Humphrey,CB,BAL,396,-0.017,486,-6.4,136,-0.011,24,-4.2,441.00,80.00,260.50,244,
44851,Marcus Maye,FS,NO,148,0.01,132,2.8,385,0,376,-0.1,140.00,380.50,260.25,245,
42480,Grady Jarrett,DT,ATL,358,-0.013,432,-4.4,191,-0.009,68,-3.2,395.00,129.50,262.25,246,
44911,Rasul Douglas,CB,GB,111,0.016,76,4.8,422,0.002,433,0.6,93.50,427.50,260.50,247,
46142,Jerome Baker,ILB,MIA,302,-0.008,376,-3.2,252,-0.006,122,-2.4,339.00,187.00,263.00,248,
53577,Ta'Quon Graham,DE,ATL,175,0.007,155,1.9,358,-0.001,360,-0.2,165.00,359.00,262.00,249,
52492,Terrell Lewis,OLB,LA,459,-0.026,437,-4.4,49,-0.015,107,-2.6,448.00,78.00,263.00,250,
44915,Trey Hendrickson,DE,CIN,434,-0.023,485,-6.3,94,-0.013,46,-3.6,459.50,70.00,264.75,251,
46846,Joshua Kalu,FS,TEN,134,0.012,164,1.6,381,0,381,0,149.00,381.00,265.00,252,
54488,Kaiir Elam,CB,BUF,98,0.018,81,4.7,435,0.003,440,0.7,89.50,437.50,263.50,253,
53498,Joseph Ossai,DE,CIN,450,-0.025,362,-2.7,48,-0.015,198,-1.6,406.00,123.00,264.50,254,
47854,Dre'Mont Jones,DE,DEN,276,-0.005,300,-1.5,277,-0.005,222,-1.5,288.00,249.50,268.75,255,
39984,Darius Slay,CB,PHI,298,-0.008,342,-2.3,260,-0.006,183,-1.8,320.00,221.50,270.75,256,
42826,DeShawn Williams,DT,DEN,472,-0.029,474,-5.8,43,-0.016,79,-3.1,473.00,61.00,267.00,257,
46652,Chandon Sullivan,CB,MIN,401,-0.018,473,-5.8,129,-0.011,60,-3.3,437.00,94.50,265.75,258,
53624,Roy Lopez,DT,HOU,498,-0.035,497,-6.7,12,-0.019,49,-3.5,497.50,30.50,264.00,259,52.04460967
46304,Zaire Franklin,OLB,IND,55,0.028,23,11.6,467,0.006,513,2.6,39.00,490.00,264.50,260,
47787,Clelin Ferrell,DE,LV,461,-0.027,425,-4.3,53,-0.015,127,-2.4,443.00,90.00,266.50,261,
53459,Gregory Rousseau,DE,BUF,285,-0.006,274,-1.1,243,-0.006,268,-1.1,279.50,255.50,267.50,262,
46082,Daron Payne,DT,WAS,292,-0.007,339,-2.3,281,-0.005,180,-1.8,315.50,230.50,273.00,263,
53639,Victor Dimukeje,OLB,ARI,436,-0.023,381,-3.3,80,-0.013,175,-1.8,408.50,127.50,268.00,264,
53481,Jeremiah Owusu-Koramoah,OLB,CLE,17,0.046,35,9.7,507,0.012,511,2.6,26.00,509.00,267.50,265,
43321,Emmanuel Ogbah,DE,MIA,473,-0.029,489,-6.5,60,-0.015,62,-3.3,481.00,61.00,271.00,266,
54479,Kyle Hamilton,FS,BAL,77,0.022,121,3.2,446,0.004,436,0.6,99.00,441.00,270.00,267,
46117,Uchenna Nwosu,OLB,SEA,170,0.007,143,2.2,382,0,388,0.1,156.50,385.00,270.75,268,
48198,Bryan Mone,NT,SEA,207,0.003,219,0.5,325,-0.003,345,-0.4,213.00,335.00,274.00,269,
54526,Drake Jackson,DE,SF,296,-0.007,259,-0.7,224,-0.007,308,-0.8,277.50,266.00,271.75,270,
42560,Rakeem Nunez-Roches,NT,TB,428,-0.022,453,-4.8,116,-0.012,106,-2.7,440.50,111.00,275.75,271,
54498,Logan Hall,DE,TB,451,-0.025,396,-3.6,79,-0.013,172,-1.8,423.50,125.50,274.50,272,
44862,Justin Evans,SS,NO,225,0.001,225,0.3,336,-0.003,339,-0.5,225.00,337.50,281.25,273,
43354,Carl Nassib,OLB,TB,184,0.005,212,0.6,351,-0.002,365,-0.2,198.00,358.00,278.00,274,
42935,Bryce Callahan,CB,LAC,247,-0.002,247,-0.4,311,-0.004,315,-0.8,247.00,313.00,280.00,275,
53542,Derrick Barnes,ILB,DET,9,0.061,61,6,534,0.021,494,2.1,35.00,514.00,274.50,276,
43787,Roy Robertson-Harris,DT,JAX,214,0.002,218,0.5,350,-0.002,340,-0.5,216.00,345.00,280.50,277,
52563,Trevis Gipson,OLB,CHI,423,-0.021,419,-4.1,124,-0.011,147,-2.1,421.00,135.50,278.25,278,
46204,John Franklin-Myers,DE,NYJ,438,-0.024,472,-5.7,108,-0.012,90,-2.9,455.00,99.00,277.00,279,
43497,Kamu Grugier-Hill,ILB,HOU,161,0.008,152,1.9,402,0.001,403,0.2,156.50,402.50,279.50,280,48.14126394
46146,Sam Hubbard,DE,CIN,226,0.001,224,0.4,345,-0.002,318,-0.7,225.00,331.50,278.25,281,
42390,Eric Rowe,SS,MIA,143,0.011,172,1.5,406,0.001,404,0.2,157.50,405.00,281.25,282,
53455,Greg Newsome,CB,CLE,435,-0.023,515,-7.8,121,-0.011,40,-3.7,475.00,80.50,277.75,283,
47913,Drue Tranquill,ILB,LAC,32,0.037,20,11.9,523,0.017,535,5.4,26.00,529.00,277.50,284,
47974,Marcus Epps,SS,PHI,86,0.02,49,6.9,473,0.007,503,2.3,67.50,488.00,277.75,285,
41341,DaQuan Jones,DT,BUF,370,-0.014,367,-3,222,-0.008,181,-1.8,368.50,201.50,285.00,286,
46073,Denzel Ward,CB,CLE,163,0.008,163,1.6,400,0.001,402,0.2,163.00,401.00,282.00,287,
48123,Kevin Givens,DT,SF,502,-0.036,469,-5.6,36,-0.016,113,-2.5,485.50,74.50,280.00,288,
46083,Marcus Davenport,DE,NO,411,-0.02,435,-4.4,161,-0.01,135,-2.3,423.00,148.00,285.50,289,
43333,Jihad Ward,OLB,NYG,299,-0.008,324,-2,288,-0.005,253,-1.3,311.50,270.50,291.00,290,
46902,Robert Spillane,ILB,PIT,363,-0.013,332,-2.1,212,-0.008,247,-1.3,347.50,229.50,288.50,291,
46153,Justin Jones,DT,CHI,456,-0.026,501,-7,110,-0.012,66,-3.2,478.50,88.00,283.25,292,
54533,Martin Emerson,CB,CLE,108,0.017,93,4.2,466,0.006,469,1.4,100.50,467.50,284.00,293,
47929,Amani Oruwariye,CB,DET,74,0.023,68,5.5,491,0.009,499,2.2,71.00,495.00,283.00,294,
47889,Maxx Crosby,DE,LV,135,0.012,84,4.5,452,0.004,473,1.5,109.50,462.50,286.00,295,
40039,Duron Harmon,SS,LV,220,0.001,227,0.2,371,-0.001,342,-0.5,223.50,356.50,290.00,296,
47964,Jaquan Johnson,FS,BUF,85,0.02,122,3.1,474,0.007,459,1.1,103.50,466.50,285.00,297,
54523,Troy Andersen,ILB,ATL,33,0.037,82,4.7,525,0.018,502,2.3,57.50,513.50,285.50,298,
46487,Poona Ford,DE,SEA,489,-0.032,516,-8,91,-0.013,61,-3.3,502.50,76.00,289.25,299,
47841,Trysten Hill,DT,DAL,510,-0.039,417,-4.1,38,-0.016,196,-1.7,463.50,117.00,290.25,300,
54600,Joshua Williams,CB,KC,63,0.027,137,2.6,495,0.01,454,1,100.00,474.50,287.25,301,
46123,Jessie Bates,FS,CIN,361,-0.013,458,-5,233,-0.007,105,-2.7,409.50,169.00,289.25,302,
46711,Ryan Neal,SS,SEA,421,-0.021,464,-5.4,159,-0.01,115,-2.5,442.50,137.00,289.75,303,
54470,Kayvon Thibodeaux,OLB,NYG,406,-0.019,400,-3.7,171,-0.009,174,-1.8,403.00,172.50,287.75,304,
47810,Johnathan Abram,SS,LV,113,0.016,74,4.9,475,0.007,493,2.1,93.50,484.00,288.75,305,
54606,Damarion Williams,CB,BAL,152,0.01,188,1.2,410,0.002,406,0.3,170.00,408.00,289.00,306,
48032,Michael Dogbe,DE,ARI,267,-0.004,254,-0.5,302,-0.004,346,-0.4,260.50,324.00,292.25,307,
45033,Ifeadi Odenigbo,DE,IND,483,-0.031,372,-3.1,68,-0.014,238,-1.4,427.50,153.00,290.25,308,
55045,Kurt Hinish,DT,HOU,532,-0.049,510,-7.4,11,-0.019,96,-2.8,521.00,53.50,287.25,309,42.75092937
52438,Noah Igbinoghene,CB,MIA,348,-0.012,302,-1.5,229,-0.007,302,-0.9,325.00,265.50,295.25,310,
47996,Donovan Wilson,SS,DAL,61,0.027,37,9.3,522,0.017,536,6,49.00,529.00,289.00,311,
37097,Cameron Jordan,DE,NO,123,0.013,98,3.9,465,0.005,478,1.5,110.50,471.50,291.00,312,
48089,Malik Reed,OLB,PIT,391,-0.016,386,-3.4,208,-0.008,187,-1.7,388.50,197.50,293.00,313,
43700,Jonathan Jones,CB,NE,289,-0.007,317,-1.9,307,-0.004,264,-1.2,303.00,285.50,294.25,314,
46205,Marquis Haynes,OLB,CAR,445,-0.025,447,-4.6,130,-0.011,159,-2,446.00,144.50,295.25,315,
43326,Chris Jones,DT,KC,515,-0.041,535,-12.2,96,-0.013,33,-3.9,525.00,64.50,294.75,316,
53472,Trevon Moehrig,FS,LV,351,-0.012,365,-2.9,241,-0.006,219,-1.5,358.00,230.00,294.00,317,
42465,Za'Darius Smith,OLB,MIN,377,-0.015,412,-4,237,-0.007,162,-2,394.50,199.50,297.00,318,
52637,James Smith-Williams,DE,WAS,338,-0.011,343,-2.3,244,-0.006,260,-1.2,340.50,252.00,296.25,319,
41595,Mike Pennel,NT,CHI,487,-0.032,415,-4.1,98,-0.013,190,-1.7,451.00,144.00,297.50,320,
43306,Keanu Neal,FS,TB,64,0.026,62,5.9,515,0.014,527,3.2,63.00,521.00,292.00,321,
54503,Arnold Ebiketie,OLB,ATL,394,-0.016,422,-4.2,200,-0.008,166,-1.9,408.00,183.00,295.50,322,
53438,Patrick Surtain,CB,DEN,325,-0.01,398,-3.6,267,-0.005,210,-1.6,361.50,238.50,300.00,323,
41235,Anthony Barr,OLB,DAL,375,-0.015,401,-3.7,238,-0.007,182,-1.8,388.00,210.00,299.00,324,
47795,Rashan Gary,OLB,GB,275,-0.005,299,-1.5,327,-0.003,291,-0.9,287.00,309.00,298.00,325,
45287,Kenny Moore,CB,IND,388,-0.016,491,-6.6,236,-0.007,77,-3.1,439.50,156.50,298.00,326,
47942,Byron Cowart,DT,IND,529,-0.047,426,-4.3,27,-0.017,203,-1.6,477.50,115.00,296.25,327,
52272,Dee Alford,CB,ATL,138,0.012,187,1.2,450,0.004,415,0.4,162.50,432.50,297.50,328,
52585,Michael Danna,DE,KC,350,-0.012,273,-1.1,245,-0.006,323,-0.6,311.50,284.00,297.75,329,
52471,Willie Gay,OLB,KC,68,0.026,113,3.5,514,0.014,488,1.9,90.50,501.00,295.75,330,
54543,Alex Wright,DE,CLE,328,-0.01,311,-1.7,262,-0.005,296,-0.9,319.50,279.00,299.25,331,
54653,Malcolm Rodriguez,ILB,DET,199,0.004,191,1.1,392,0.001,405,0.3,195.00,398.50,296.75,332,
54639,Dominique Robinson,DE,CHI,480,-0.03,429,-4.3,104,-0.012,173,-1.8,454.50,138.50,296.50,333,
42365,Bud Dupree,OLB,TEN,499,-0.036,454,-4.9,73,-0.014,171,-1.9,476.50,122.00,299.25,334,
45008,Tanner Vallejo,ILB,ARI,509,-0.039,434,-4.4,55,-0.015,204,-1.6,471.50,129.50,300.50,335,
53533,Brandon Stephens,FS,BAL,340,-0.011,309,-1.6,239,-0.006,311,-0.8,324.50,275.00,299.75,336,
46156,Arden Key,OLB,JAX,413,-0.02,353,-2.6,186,-0.009,263,-1.2,383.00,224.50,303.75,337,
54574,Coby Bryant,CB,SEA,129,0.013,110,3.6,470,0.007,487,1.9,119.50,478.50,299.00,338,
43503,Elandon Roberts,ILB,MIA,101,0.017,79,4.7,498,0.01,523,2.9,90.00,510.50,300.25,339,
37084,J.J. Watt,DE,ARI,486,-0.032,524,-9.1,147,-0.011,71,-3.2,505.00,109.00,307.00,340,
52506,Malik Harrison,OLB,BAL,189,0.005,199,0.8,416,0.002,409,0.3,194.00,412.50,303.25,341,
41336,Justin Ellis,DT,NYG,271,-0.005,258,-0.7,339,-0.003,356,-0.3,264.50,347.50,306.00,342,
47938,Mack Wilson,OLB,NE,67,0.026,131,2.9,520,0.016,484,1.8,99.00,502.00,300.50,343,
43436,Quinton Jefferson,DE,SEA,478,-0.03,494,-6.7,138,-0.011,118,-2.5,486.00,128.00,307.00,344,
52594,Alohi Gilman,SS,LAC,208,0.003,226,0.3,394,0.001,392,0.1,217.00,393.00,305.00,345,
53505,Paulson Adebo,CB,NO,115,0.016,114,3.5,496,0.01,492,2.1,114.50,494.00,304.25,346,
43332,Austin Johnson,NT,LAC,248,-0.002,248,-0.4,369,-0.001,367,-0.2,248.00,368.00,308.00,347,
37087,Robert Quinn,OLB,CHI,537,-0.057,536,-12.5,78,-0.014,81,-3.1,536.50,79.50,308.00,348,
42431,Danielle Hunter,OLB,MIN,192,0.004,189,1.1,427,0.002,428,0.5,190.50,427.50,309.00,349,
42488,Bobby McCain,FS,WAS,177,0.006,147,2.1,443,0.003,466,1.3,162.00,454.50,308.25,350,
52647,Dane Jackson,CB,BUF,173,0.007,148,2.1,449,0.004,465,1.3,160.50,457.00,308.75,351,
52416,Isaiah Simmons,DB,ARI,277,-0.005,301,-1.5,342,-0.002,317,-0.7,289.00,329.50,309.25,352,
54562,Kerby Joseph,SS,DET,269,-0.004,265,-0.8,357,-0.001,352,-0.3,267.00,354.50,310.75,353,
54502,Jalen Pitre,FS,HOU,99,0.018,57,6.2,538,0.031,538,10.9,78.00,538.00,308.00,354,34.3866171
52479,Justin Madubuike,DT,BAL,278,-0.005,289,-1.3,341,-0.002,332,-0.5,283.50,336.50,310.00,355,
47881,Quincy Williams,OLB,NYJ,127,0.013,112,3.5,493,0.009,505,2.4,119.50,499.00,309.25,356,
43313,William Jackson,CB,WAS,223,0.001,231,0.1,404,0.001,393,0.1,227.00,398.50,312.75,357,
46197,Kentavius Street,DT,NO,488,-0.032,476,-5.9,131,-0.011,160,-2,482.00,145.50,313.75,358,
53565,Marco Wilson,CB,ARI,295,-0.007,357,-2.6,319,-0.003,280,-1,326.00,299.50,312.75,359,
53437,Jaycee Horn,CB,CAR,294,-0.007,346,-2.4,322,-0.003,290,-0.9,320.00,306.00,313.00,360,
46229,Ogbonnia Okoronkwo,DE,HOU,303,-0.008,272,-1.1,330,-0.003,354,-0.3,287.50,342.00,314.75,361,33.08550186
53583,Michael Carter,CB,NYJ,326,-0.01,351,-2.5,295,-0.004,279,-1,338.50,287.00,312.75,362,
42393,Ronald Darby,CB,DEN,318,-0.01,313,-1.8,313,-0.004,320,-0.7,315.50,316.50,316.00,363,
52490,Neville Gallimore,DT,DAL,462,-0.027,394,-3.6,155,-0.01,244,-1.3,428.00,199.50,313.75,364,
46087,Jaire Alexander,CB,GB,334,-0.011,384,-3.4,306,-0.004,250,-1.3,359.00,278.00,318.50,365,
46135,Lorenzo Carter,OLB,ATL,437,-0.024,525,-9.1,214,-0.008,87,-2.9,481.00,150.50,315.75,366,
53581,Caden Sterns,FS,DEN,140,0.012,145,2.2,490,0.009,482,1.7,142.50,486.00,314.25,367,
46729,Brandon Facyson,CB,IND,446,-0.025,416,-4.1,185,-0.009,223,-1.5,431.00,204.00,317.50,368,
52792,Tershawn Wharton,DT,KC,449,-0.025,348,-2.4,175,-0.009,300,-0.9,398.50,237.50,318.00,369,
47862,David Long,CB,LA,91,0.019,151,2,528,0.018,486,1.9,121.00,507.00,314.00,370,
52493,Julian Blackmon,FS,IND,535,-0.053,521,-8.6,64,-0.014,132,-2.3,528.00,98.00,313.00,371,
54586,Jack Jones,CB,NE,120,0.015,123,3.1,503,0.012,510,2.6,121.50,506.50,314.00,372,
46199,Josh Sweat,DE,PHI,164,0.008,157,1.8,469,0.006,468,1.4,160.50,468.50,314.50,373,
41464,Shelby Harris,DE,SEA,176,0.006,185,1.2,457,0.004,449,0.8,180.50,453.00,316.75,374,
41786,Kerry Hyder,DE,SF,524,-0.044,451,-4.8,75,-0.014,227,-1.5,487.50,151.00,319.25,375,
52436,Patrick Queen,ILB,BAL,228,0.001,220,0.5,396,0.001,431,0.6,224.00,413.50,318.75,376,
45395,Arthur Maulet,CB,PIT,102,0.017,111,3.5,521,0.016,526,3.2,106.50,523.50,315.00,377,
53674,Tre Norwood,FS,PIT,87,0.02,127,3,532,0.019,518,2.8,107.00,525.00,316.00,378,
41231,Khalil Mack,OLB,LAC,357,-0.013,407,-3.9,289,-0.005,256,-1.3,382.00,272.50,327.25,379,
53503,Benjamin St-Juste,CB,WAS,339,-0.011,403,-3.8,296,-0.004,241,-1.3,371.00,268.50,319.75,380,
47934,Andrew Van Ginkel,OLB,MIA,136,0.012,192,1.1,497,0.01,451,0.9,164.00,474.00,319.00,381,
44877,Larry Ogunjobi,DT,PIT,281,-0.006,283,-1.2,366,-0.001,364,-0.2,282.00,365.00,323.50,382,
52469,Kristian Fulton,CB,TEN,157,0.009,133,2.8,484,0.008,506,2.5,145.00,495.00,320.00,383,
42543,Quandre Diggs,FS,SEA,230,0,229,0.1,405,0.001,427,0.5,229.50,416.00,322.75,384,
52980,Juju Hughes,FS,DET,180,0.006,213,0.6,459,0.005,437,0.6,196.50,448.00,322.25,385,
52458,Jaylon Johnson,CB,CHI,458,-0.026,493,-6.6,206,-0.008,151,-2.1,475.50,178.50,327.00,386,
53445,Zaven Collins,OLB,ARI,174,0.007,134,2.8,472,0.007,519,2.9,154.00,495.50,324.75,387,
52641,Casey Toohill,DE,WAS,366,-0.013,303,-1.5,299,-0.004,344,-0.4,334.50,321.50,328.00,388,
44976,Matt Milano,OLB,BUF,379,-0.015,433,-4.4,283,-0.005,233,-1.4,406.00,258.00,332.00,389,
46144,Derrick Nnadi,DT,KC,344,-0.012,322,-1.9,332,-0.003,336,-0.5,333.00,334.00,333.50,390,
33131,Calais Campbell,DE,BAL,251,-0.003,257,-0.7,409,0.001,412,0.3,254.00,410.50,332.25,391,
53490,Carlos Basham,DE,BUF,493,-0.033,395,-3.6,152,-0.01,281,-1,444.00,216.50,330.25,392,
42346,Dante Fowler,OLB,DAL,260,-0.004,252,-0.5,429,0.002,397,0.2,256.00,413.00,334.50,393,
43407,Juston Burris,SS,CAR,147,0.01,175,1.4,513,0.013,485,1.8,161.00,499.00,330.00,394,
46307,Zach Sieler,DT,MIA,335,-0.011,385,-3.4,329,-0.003,292,-0.9,360.00,310.50,335.25,395,
53460,Odafe Oweh,OLB,BAL,279,-0.005,304,-1.5,376,0,378,0,291.50,377.00,334.25,396,
47917,Greg Gaines,NT,LA,501,-0.036,529,-10,181,-0.009,121,-2.4,515.00,151.00,333.00,397,
55173,Timmy Horne,DT,ATL,485,-0.031,414,-4,170,-0.009,257,-1.2,449.50,213.50,331.50,398,
35449,Tyson Alualu,NT,PIT,481,-0.031,411,-3.9,197,-0.009,272,-1.1,446.00,234.50,340.25,399,
52518,Darnay Holmes,CB,NYG,476,-0.029,465,-5.4,205,-0.008,200,-1.6,470.50,202.50,336.50,400,
54529,Nik Bonitto,OLB,DEN,506,-0.038,393,-3.5,149,-0.01,297,-0.9,449.50,223.00,336.25,401,
43478,Anthony Brown,CB,DAL,253,-0.003,270,-1,403,0.001,425,0.5,261.50,414.00,337.75,402,
43301,Sheldon Rankins,DT,NYJ,309,-0.009,316,-1.9,370,-0.001,368,-0.2,312.50,369.00,340.75,403,
43797,Cory Littleton,OLB,CAR,332,-0.011,318,-1.9,349,-0.002,355,-0.3,325.00,352.00,338.50,404,
52525,D.J. Wonnum,OLB,MIN,392,-0.016,347,-2.4,300,-0.004,324,-0.6,369.50,312.00,340.75,405,
46098,Taven Bryan,DT,CLE,513,-0.04,518,-8.2,160,-0.01,170,-1.9,515.50,165.00,340.25,406,
53504,Osa Odighizuwa,DT,DAL,442,-0.024,467,-5.5,227,-0.007,218,-1.5,454.50,222.50,338.50,407,
53476,Asante Samuel,CB,LAC,416,-0.02,498,-6.8,265,-0.005,185,-1.7,457.00,225.00,341.00,408,
54513,Jaquan Brisker,SS,CHI,198,0.004,169,1.6,482,0.008,524,3.1,183.50,503.00,343.25,409,
53073,Teair Tart,DT,TEN,313,-0.009,295,-1.4,377,0,391,0.1,304.00,384.00,344.00,410,
44906,Cameron Sutton,CB,PIT,333,-0.011,373,-3.1,347,-0.002,328,-0.6,353.00,337.50,345.25,411,
43350,Vonn Bell,SS,CIN,474,-0.029,532,-11.2,254,-0.006,124,-2.4,503.00,189.00,346.00,412,
54580,Damarri Mathis,CB,DEN,246,-0.001,245,-0.3,445,0.004,446,0.8,245.50,445.50,345.50,413,
54492,Devin Lloyd,ILB,JAX,244,-0.001,241,-0.2,434,0.003,461,1.2,242.50,447.50,345.00,414,
47800,Dexter Lawrence,DT,NYG,282,-0.006,314,-1.8,397,0.001,400,0.2,298.00,398.50,348.25,415,
46127,Isaiah Oliver,CB,ATL,171,0.007,198,0.8,529,0.018,495,2.1,184.50,512.00,348.25,416,
52538,James Lynch,NT,MIN,448,-0.025,350,-2.5,271,-0.005,331,-0.5,399.00,301.00,350.00,417,
45643,Dylan Cole,ILB,TEN,178,0.006,196,0.9,518,0.015,500,2.2,187.00,509.00,348.00,418,
43327,Xavien Howard,CB,MIA,385,-0.016,470,-5.6,309,-0.004,254,-1.3,427.50,281.50,354.50,419,
53621,Quinton Bohanna,DT,DAL,494,-0.033,421,-4.2,203,-0.008,278,-1,457.50,240.50,349.00,420,
37145,Justin Houston,OLB,BAL,356,-0.013,296,-1.5,390,0,387,0,326.00,388.50,357.25,421,
35454,Jason Pierre-Paul,DE,BAL,517,-0.042,499,-6.9,195,-0.009,229,-1.5,508.00,212.00,360.00,422,
53458,Eric Stokes,CB,GB,398,-0.017,479,-6,297,-0.004,242,-1.3,438.50,269.50,354.00,423,
53540,Cam Sample,DE,CIN,511,-0.039,461,-5.1,173,-0.009,267,-1.1,486.00,220.00,353.00,424,
54467,Aidan Hutchinson,DE,DET,516,-0.041,538,-13.1,225,-0.007,131,-2.3,527.00,178.00,352.50,425,
54650,Christian Benford,CB,BUF,374,-0.014,327,-2,356,-0.001,359,-0.2,350.50,357.50,354.00,426,
47882,Mike Edwards,FS,TB,232,0,236,-0.1,460,0.005,489,1.9,234.00,474.50,354.25,427,
42443,Angelo Blackson,DT,CHI,402,-0.019,409,-3.9,312,-0.004,319,-0.7,405.50,315.50,360.50,428,
53561,Tommy Togiai,DT,CLE,534,-0.052,481,-6.2,151,-0.01,259,-1.2,507.50,205.00,356.25,429,
45226,Josh Tupou,NT,CIN,410,-0.02,359,-2.7,333,-0.003,348,-0.4,384.50,340.50,362.50,430,
46214,Bilal Nichols,DT,LV,468,-0.028,509,-7.4,250,-0.006,224,-1.5,488.50,237.00,362.75,431,
47975,Isaiah Buggs,DT,DET,457,-0.026,503,-7,275,-0.005,220,-1.5,480.00,247.50,363.75,432,
53609,Talanoa Hufanga,SS,SF,197,0.004,190,1.1,519,0.016,532,4.6,193.50,525.50,359.50,433,
46387,Kendal Vickers,DT,LV,420,-0.021,361,-2.7,328,-0.003,347,-0.4,390.50,337.50,364.00,434,
38607,Demario Davis,MLB,NO,426,-0.022,522,-8.8,315,-0.004,216,-1.6,474.00,265.50,369.75,435,
46187,Anthony Averett,CB,LV,429,-0.022,399,-3.7,304,-0.004,326,-0.6,414.00,315.00,364.50,436,
42470,Damien Wilson,MLB,CAR,288,-0.007,276,-1.1,455,0.004,443,0.7,282.00,449.00,365.50,437,
46097,Terrell Edmunds,SS,PIT,320,-0.01,378,-3.3,383,0,382,0,349.00,382.50,365.75,438,
45009,Al-Quadin Muhammad,DE,CHI,455,-0.026,500,-7,282,-0.005,232,-1.4,477.50,257.00,367.25,439,
41363,Brent Urban,DE,BAL,317,-0.01,269,-1,458,0.004,420,0.4,293.00,439.00,366.00,440,
47944,Charles Omenihu,DE,SF,484,-0.031,456,-4.9,246,-0.006,283,-1,470.00,264.50,367.25,441,
46354,Emmanuel Moseley,CB,SF,249,-0.002,249,-0.4,494,0.009,474,1.5,249.00,484.00,366.50,442,
54643,John Ridgeway,DT,WAS,525,-0.044,439,-4.4,198,-0.008,307,-0.8,482.00,252.50,367.25,443,
46527,Frankie Luvu,ILB,CAR,217,0.002,202,0.7,517,0.015,533,4.8,209.50,525.00,367.25,444,
46698,Levi Wallace,CB,PIT,491,-0.033,496,-6.7,248,-0.006,248,-1.3,493.50,248.00,370.75,445,
46185,Dorance Armstrong,DE,DAL,505,-0.038,502,-7,232,-0.007,249,-1.3,503.50,240.50,372.00,446,
47888,Chauncey Gardner-Johnson,SS,PHI,233,0,237,-0.1,492,0.009,521,2.9,235.00,506.50,370.75,447,
52743,Benito Jones,DT,DET,503,-0.036,392,-3.5,268,-0.005,330,-0.5,447.50,299.00,373.25,448,
37075,Von Miller,OLB,BUF,465,-0.028,488,-6.4,292,-0.005,277,-1.1,476.50,284.50,380.50,449,
47790,Josh Allen,OLB,JAX,492,-0.033,530,-10.9,278,-0.005,213,-1.6,511.00,245.50,378.25,450,
46124,Donte Jackson,CB,CAR,273,-0.005,292,-1.4,462,0.005,470,1.4,282.50,466.00,374.25,451,
54560,Zach Carter,DT,CIN,355,-0.012,335,-2.2,411,0.002,407,0.3,345.00,409.00,377.00,452,
46194,Avonte Maddox,CB,PHI,242,-0.001,244,-0.3,509,0.012,514,2.6,243.00,511.50,377.25,453,
48027,Kaden Elliss,OLB,NO,345,-0.012,294,-1.4,451,0.004,416,0.4,319.50,433.50,376.50,454,
47802,Jeffery Simmons,DT,TEN,389,-0.016,440,-4.5,344,-0.002,334,-0.5,414.50,339.00,376.75,455,
46249,Folorunso Fatukasi,DT,JAX,304,-0.008,284,-1.2,468,0.006,457,1,294.00,462.50,378.25,456,
54708,Jaylen Watson,CB,KC,315,-0.009,336,-2.2,433,0.003,439,0.7,325.50,436.00,380.75,457,
54625,Otito Ogbonnia,DT,LAC,256,-0.003,246,-0.3,531,0.019,490,2,251.00,510.50,380.75,458,
43351,James Bradberry,CB,PHI,395,-0.017,475,-5.8,352,-0.002,314,-0.8,435.00,333.00,384.00,459,
47890,Anthony Nelson,OLB,TB,441,-0.024,391,-3.5,343,-0.002,353,-0.3,416.00,348.00,382.00,460,
54466,Travon Walker,OLB,JAX,286,-0.006,338,-2.2,447,0.004,464,1.3,312.00,455.50,383.75,461,
